"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","市区町村City/Ward/Town/Village","町名番地Address","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1006285","砺波市立中野公民館図書室","TONAMISHIRITSUNAKANOKOMINKANTOSHOSHITSU","トナミシリツナカノコウミンカントショシツ","939-1322","富山県","砺波市","中野239","0763-32-0251","0763-32-0251","",,2013/10/29 0:00:00,2013/11/18 0:00:00
"JP-1006286","砺波市立五鹿屋公民館図書室","TONAMISHIRITSUGOKAYAKOMINKANTOSHOSHITSU","トナミシリツゴカヤコウミンカントショシツ","939-1327","富山県","砺波市","五郎丸1120","0763-32-1247","","",,2013/10/29 0:00:00,
"JP-1006287","砺波市立東野尻公民館図書室","TONAMISHIRITSUHIGASHINOJIRIKOMINKANTOSHOSHITSU","トナミシリツヒガシノジリコウミンカントショシツ","939-1333","富山県","砺波市","苗加4311","0763-32-2273","","",,2013/10/29 0:00:00,
"JP-1006288","砺波市立林公民館図書室","TONAMISHIRITSUHAYASHIKOMINKANTOSHOSHITSU","トナミシリツハヤシコウミンカントショシツ","939-1342","富山県","砺波市","小島64","0763-32-3874","","",,2013/10/29 0:00:00,
"JP-1006289","砺波市立油田公民館図書室","TONAMISHIRITSUABURADENKOMINKANTOSHOSHITSU","トナミシリツアブラデンコウミンカントショシツ","939-1308","富山県","砺波市","三郎丸96","0763-32-6420","","",,2013/10/29 0:00:00,
"JP-1006290","砺波市立太田公民館図書室","TONAMISHIRITSUOTAKOMINKANTOSHOSHITSU","トナミシリツオオタコウミンカントショシツ","939-1315","富山県","砺波市","太田1568","0763-32-2270","","",,2013/10/29 0:00:00,
"JP-1006291","砺波市立般若公民館図書室","TONAMISHIRITSUHANNYAKOMINKANTOSHOSHITSU","トナミシリツハンニャコウミンカントショシツ","939-1432","富山県","砺波市","徳万56","0763-37-1539","","",,2013/10/29 0:00:00,
"JP-1006292","砺波市立栴檀野公民館図書室","TONAMISHIRITSUSENDANNOKOMINKANTOSHOSHITSU","トナミシリツセンダンノコウミンカントショシツ","939-1404","富山県","砺波市","宮森新159","0763-37-2056","","",,2013/10/29 0:00:00,
"JP-1006293","小矢部市立南谷公民館図書室","OYABESHIRITSUMINAMIDANIKOMINKANTOSHOSHITSU","オヤベシリツミナミダニコウミンカントショシツ","932-0062","富山県","小矢部市","安楽寺248","0766-68-0994","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0919&stdycd=C0000552",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006294","小矢部市立埴生公民館図書室","OYABESHIRITSUHANYUKOMINKANTOSHOSHITSU","オヤベシリツハニュウコウミンカントショシツ","932-0835","富山県","小矢部市","石坂65","0766-68-0971","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0916&stdycd=C0000540",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006295","小矢部市立松沢公民館図書室","OYABESHIRITSUMATSUZAWAKOMINKANTOSHOSHITSU","オヤベシリツマツザワコウミンカントショシツ","932-0814","富山県","小矢部市","赤倉106","0766-67-0007","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0915&stdycd=C0000539",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006296","小矢部市立正得公民館図書室","OYABESHIRITSUSHOTOKUKOMINKANTOSHOSHITSU","オヤベシリツショウトクコウミンカントショシツ","932-0803","富山県","小矢部市","道明119","0766-67-1758","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0917&stdycd=C0000538",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006297","小矢部市立荒川公民館図書室","OYABESHIRITSUARAKAWAKOMINKANTOSHOSHITSU","オヤベシリツアラカワコウミンカントショシツ","932-0033","富山県","小矢部市","芹川194","0766-68-1214","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0913&stdycd=C0000537",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006298","小矢部市立東部公民館図書室","OYABESHIRITSUTOBUKOMINKANTOSHOSHITSU","オヤベシリツトウブコウミンカントショシツ","932-0022","富山県","小矢部市","桜町1284","0766-68-0997","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0924&stdycd=C0000554",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006299","小矢部市立宮島公民館図書室","OYABESHIRITSUMIYAJIMAKOMINKANTOSHOSHITSU","オヤベシリツミヤジマコウミンカントショシツ","932-0017","富山県","小矢部市","了輪18","0766-67-0159","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0912&stdycd=C0000553",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006300","小矢部市立北蟹谷公民館図書室","OYABESHIRITSUKITAKANDAKOMINKANTOSHOSHITSU","オヤベシリツキタカンダコウミンカントショシツ","932-0851","富山県","小矢部市","末友27","0766-69-8321","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0925&stdycd=C0000536",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006301","小矢部市立若林公民館図書室","OYABESHIRITSUWAKABAYASHIKOMINKANTOSHOSHITSU","オヤベシリツワカバヤシコウミンカントショシツ","932-0804","富山県","小矢部市","下中1","0766-67-3721","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0914&stdycd=C0000556",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006302","小矢部市立津沢公民館図書室","OYABESHIRITSUTSUZAWAKOMINKANTOSHOSHITSU","オヤベシリツツザワコウミンカントショシツ","932-0114","富山県","小矢部市","清水369-1","0766-61-3773","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0887&stdycd=C0000555",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006303","小矢部市立藪波公民館図書室","OYABESHIRITSUYABUNAMIKOMINKANTOSHOSHITSU","オヤベシリツヤブナミコウミンカントショシツ","932-0122","富山県","小矢部市","浅地672-1","0766-61-2046","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0920&stdycd=C0000534",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006304","小矢部市立東蟹谷公民館図書室","OYABESHIRITSUHIGASHIKANDAKOMINKANTOSHOSHITSU","オヤベシリツヒガシカンダコウミンカントショシツ","932-0135","富山県","小矢部市","藤森5277-1","0766-69-8262","","http://www2.tkc.pref.toyama.jp/kouminkan/info/svOrgDtl.aspx?orgcd=0923&stdycd=C0000562",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006305","南砺市大鋸屋公民館図書室","NANTOSHIOGAYAKOMINKANTOSHOSHITSU","ナントシオガヤコウミンカントショシツ","939-1824","富山県","南砺市","大鋸屋123","0763-62-2321","","",,2013/10/29 0:00:00,
"JP-1006306","南砺市南山見交流センター図書室","NANTOSHI MINAMIYAMAMI KOURYUSENTA LIBARARY","ナントシミナミヤマミコウリュウセンタートショシツ","932-0241","富山県","南砺市","川原崎15","0763-82-5176","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006307","南砺市高瀬交流センター図書室","NANTOSHI TAKASE　KOURYUSENTA LIBARARY","ナントシタカセコウリュウセンタートショシツ","932-0252","富山県","南砺市","高瀬724-2","0763-82-5399","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006308","南砺市福野北部交流センター図書室","NANTOSHI FUKUNOHOKUBU KOURYUSENTA LIBARARY","ナントシフクノホクブコウリュウセンタートショシツ","939-1502","富山県","南砺市","野尻652-2","0763-22-6350","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006309","南砺市高瀬西交流センター図書室","NANTOSHI TAKASENISHI KOURYUSENTA LIBARARY","ナントシタカセニシコウリュウセンタートショシツ","939-1527","富山県","南砺市","森清3148","0763-22-6600","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006310","南砺市福野西部交流センター図書室","NANTOSHI FUKUNOSEIBU KOURYUSENTA LIBARARY","ナントシフクノセイブコウリュウセンタートショシツ","939-1545","富山県","南砺市","布袋48-1","0763-22-5759","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006311","南砺市北山田交流センター図書室","NANTOSHI KITAYAMADA KOURYUSENTA LIBARARY","ナントシキタヤマダコウリュウセンタートショシツ","939-1715","富山県","南砺市","宗守458-1","0763-52-5865","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006312","南砺市太美山交流センター図書室","NANTOSHI FUTOMIYAMA KOURYUSENTA LIBARARY","ナントシフトミヤマコウリュウセンタートショシツ","939-1761","富山県","南砺市","太美1","0763-55-1311","","http://www.city.nanto.toyama.jp/cms-sypher/www/section/detail.jsp?id=199",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006313","南砺市広瀬舘交流センター図書室","NANTOSHI HIROSETACHI KOURYUSENTA LIBARARY","ナントシヒロセタチコウリュウセンタートショシツ","939-1675","富山県","南砺市","祖谷28-1","0763-52-4597","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006314","南砺市西太美交流センター図書室","NANTOSHI NISHIFUTOMI KOURYUSENTA LIBARARY","ナントシニシフトミコウリュウセンタートショシツ","939-1681","富山県","南砺市","才川七1744-3","0763-55-1126","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006315","南砺市吉江交流センター図書室","NANTOSHI YOSHIE KOURYUSENTA LIBARARY","ナントシヨシエコウリュウセンタートショシツ","939-1732","富山県","南砺市","荒木5382-1","0763-52-4680","","http://www.city.nanto.toyama.jp/cms-sypher/www/section/detail.jsp?id=203",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006316","南加積公民館図書室","MINAMIKAZUMIKOMINKANTOSHOSHITSU","ミナミカズミコウミンカントショシツ","930-0412","富山県","中新川郡上市町","広野1540-1","076-472-3526","","",,2013/10/29 0:00:00,
"JP-1006317","柿沢公民館図書室","KAKIZAWAKOMINKANTOSHOSHITSU","カキザワコウミンカントショシツ","930-0473","富山県","中新川郡上市町","柿沢428-1","076-472-6353","","",,2013/10/29 0:00:00,
"JP-1006318","白萩西部公民館図書室","SHIRAHAGISEIBUKOMINKANTOSHOSHITSU","シラハギセイブコウミンカントショシツ","930-0361","富山県","中新川郡上市町","湯上野5","076-473-0167","","",,2013/10/29 0:00:00,
"JP-1006319","立山町立高野公民館図書室","TATEYAMAMACHITAKANOKOMINKANTOSHOSHITSU","タテヤマチョウリツタカノコウミンカントショシツ","930-3267","富山県","中新川郡立山町","江崎113","076-464-1161","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006320","立山町立利田公民館図書室","TATEYAMAMACHIRITAKOMINKANTOSHOSHITSU","タテヤママチリタコウミンカントショシツ","930-0275","富山県","中新川郡立山町","利田1080","076-463-4077","","",,2013/10/29 0:00:00,
"JP-1006321","立山町立新瀬戸公民館図書室","TATEYAMAMACHISHINSETOKOMINKANTOSHOSHITSU","タテヤマチョウリツシンセトコウミンカントショシツ","930-3248","富山県","中新川郡立山町","新瀬戸19","076-463-3425","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006322","立山町立谷口公民館図書室","TATEYAMAMACHITANIGUCHIKOMINKANTOSHOSHITSU","タテヤマチョウリツタニグチコウミンカントショシツ","930-3222","富山県","中新川郡立山町","谷口7-2","076-462-2484","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006323","立山町立釜ヶ渕公民館図書室","TATEYAMAMACHIKAMAGAFUCHIKOMINKANTOSHOSHITSU","タテヤマチョウリツカマガフチコウミンカントショシツ","930-0241","富山県","中新川郡立山町","道源寺900","076-463-0550","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006324","立山町立岩峅公民館図書室","TATEYAMAMACHIIWAKURAKOMINKANTOSHOSHITSU","タテヤマチョウリツイワクラコウミンカントショシツ","930-1368","富山県","中新川郡立山町","岩峅寺21","076-483-3496","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006325","立山町立千垣公民館図書室","TATEYAMAMACHICHIGAKIKOMINKANTOSHOSHITSU","タテヤマチョウリツチガキコウミンカントショシツ","930-1408","富山県","中新川郡立山町","千垣594-2","076-481-1637","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006326","立山町立芦峅公民館図書室","TATEYAMAMACHIASHIKURAKOMINKANTOSHOSHITSU","タテヤマチョウリツアシクラコウミンカントショシツ","930-1406","富山県","中新川郡立山町","芦峅寺86-1","076-481-1157","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006327","立山町立新川公民館図書室","TATEYAMAMACHINIIKAWAKOMINKANTOSHOSHITSU","タテヤマチョウリツニイカワコウミンカントショシツ","930-0218","富山県","中新川郡立山町","二ッ塚85-5","076-463-1562","","",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006328","入善町上原公民館図書室","NYUZEMMACHIUEHARAKOMINKANTOSHOSHITSU","ニュウゼンマチウエハラコウミンカントショシツ","939-0642","富山県","下新川郡入善町","上野777-1","0765-72-1087","","",,2013/10/29 0:00:00,
"JP-1006329","入善町青木公民館図書室","NYUZEMMACHIAOKIKOMINKANTOSHOSHITSU","ニュウゼンマチアオキコウミンカントショシツ","939-0643","富山県","下新川郡入善町","青木170-1","0765-74-1089","","",,2013/10/29 0:00:00,
"JP-1006330","入善町飯野公民館図書室","NYUZEMMACHIIINOKOMINKANTOSHOSHITSU","ニュウゼンマチイイノコウミンカントショシツ","939-0657","富山県","下新川郡入善町","東狐174","0765-72-5723","","",,2013/10/29 0:00:00,
"JP-1006331","入善町椚山公民館図書室","NYUZEMMACHIKUNUGIYAMAKOMINKANTOSHOSHITSU","ニュウゼンマチクヌギヤマコウミンカントショシツ","939-0627","富山県","下新川郡入善町","椚山3529-1","0765-72-1980","","",,2013/10/29 0:00:00,
"JP-1006332","朝日町立五箇庄公民館図書室","ASAHIMACHIGOKASHOKOMINKANTOSHOSHITSU","アサヒチョウリツゴカショウコウミンカントショシツ","939-0733","富山県","下新川郡朝日町","月山400","0765-83-1100","","https://www.tkc.pref.toyama.jp/",,2013/10/29 0:00:00,2022/3/22 0:00:00
"JP-1006333","かほく市高松産業文化センター内図書室","KAHOKUSHITAKAMATSUSANGYOBUNKASENTANAITOSHOSHITSU","カホクシタカマツサンギョウブンカセンターナイトショシツ","929-1215","石川県","かほく市","高松ク42-1","076-281-8686","076-281-8686","",,2013/10/29 0:00:00,
"JP-1006334","かほく市宇ノ気生涯学習センター内図書室","KAHOKUSHIUNOKESHOGAIGAKUSHUSENTANAITOSHOSHITSU","カホクシウノケショウガイガクシュウセンターナイトショシツ","929-1125","石川県","かほく市","宇野気ニ110番地1","076-283-0057","076-283-6652","",,2013/10/29 0:00:00,
"JP-1006335","柳田教養文化館","YANAGIDAKYOYOBUNKAKAN","ヤナギダキョウヨウブンカカン","928-0331","石川県","鳳珠郡能登町","柳田礼部8-1","0768-76-1585","0768-76-1585","http://www.town.noto.lg.jp/www/section/detail.jsp?common_id=33",,2013/10/29 0:00:00,2019/6/4 0:00:00
"JP-1006336","能登町立中央図書館分館松波図書館","NOTOCHORITSUCHUOUTOSYOKANBUNKAN MATSUNAMI Library","ノトチョウリツチュウオウトショカンブンカンマツナミトショカン","927-0602","石川県","鳳珠郡能登町","字松波13字75番地1","0768-72-1819","0768-72-1819","",,2013/10/29 0:00:00,2021/12/15 0:00:00
"JP-1006337","甲府市遊亀公民館図書室","KOFUSHIYUKIKOMINKANTOSHOSHITSU","コウフシユウキコウミンカントショシツ","400-0867","山梨県","甲府市","青沼三丁目5-44","055-235-1428","055-227-8086","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/yuki.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006338","甲府市北公民館図書室","KOFUSHIKITAKOMINKANTOSHOSHITSU","コウフシキタコウミンカントショシツ","400-0073","山梨県","甲府市","湯村三丁目5-20","055-252-0611","055-254-6237","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/kita.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006339","甲府市南西公民館図書室","KOFUSHINANSEIKOMINKANTOSHOSHITSU","コウフシナンセイコウミンカントショシツ","400-0043","山梨県","甲府市","国母六丁目4-2","055-228-5571","055-228-6291","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/nanse.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006340","甲府市東公民館図書室","KOFUSHIHIGASHIKOMINKANTOSHOSHITSU","コウフシヒガシコウミンカントショシツ","400-0812","山梨県","甲府市","和戸町955-1","055-235-0611","055-227-8041","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/higashi.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006341","甲府市北東公民館図書室","KOFUSHIHOKUTOKOMINKANTOSHOSHITSU","コウフシホクトウコウミンカントショシツ","400-0016","山梨県","甲府市","武田三丁目1-6","055-254-6100","055-254-6101","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/hokuto.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006342","甲府市南公民館図書室","KOFUSHIMINAMIKOMINKANTOSHOSHITSU","コウフシミナミコウミンカントショシツ","400-0842","山梨県","甲府市","下今井町15","055-241-0083","055-241-0149","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/minami.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006343","甲府市西公民館図書室","KOFUSHINISHIKOMINKANTOSHOSHITSU","コウフシニシコウミンカントショシツ","400-0067","山梨県","甲府市","長松寺町12-30","055-225-1762","055-225-1763","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/nishi.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006344","甲府市中道公民館図書室","KOFUSHINAKAMICHIKOMINKANTOSHOSHITSU","コウフシナカミチコウミンカントショシツ","400-1508","山梨県","甲府市","下曽根町1070-3","055-266-4121","055-266-4123","https://www.city.kofu.yamanashi.jp/shogaigakushu/kyoiku/gakushu/nakamichi.html",,2013/10/29 0:00:00,2022/3/23 0:00:00
"JP-1006345","山梨市加納岩公民館図書室","YAMANASHISHIKANOIWAKOMINKANTOSHOSHITSU","ヤマナシシカノイワコウミンカントショシツ","405-0018","山梨県","山梨市","上神内川387－1","0553-23-2871","","",,2013/10/29 0:00:00,2014/8/14 0:00:00
"JP-1006346","山梨市日下部公民館図書室","YAMANASHISHIKUSAKABEKOMINKANTOSHOSHITSU","ヤマナシシクサカベコウミンカントショシツ","405-0005","山梨県","山梨市","小原東577","0553-23-2872","","",,2013/10/29 0:00:00,
"JP-1006347","山梨市後屋敷公民館図書室","YAMANASHISHIGOYASHIKIKOMINKANTOSHOSHITSU","ヤマナシシゴヤシキコウミンカントショシツ","405-0011","山梨県","山梨市","三ケ所870－1","0553-23-2873","","",,2013/10/29 0:00:00,
"JP-1006348","山梨市日川公民館図書室","YAMANASHISHIHIKAWAKOMINKANTOSHOSHITSU","ヤマナシシヒカワコウミンカントショシツ","405-0024","山梨県","山梨市","歌田596","0553-23-2874","","",,2013/10/29 0:00:00,
"JP-1006349","山梨市山梨公民館図書室","YAMANASHISHIYAMANASHIKOMINKANTOSHOSHITSU","ヤマナシシヤマナシコウミンカントショシツ","405-0033","山梨県","山梨市","落合1－7","0553-23-2875","","",,2013/10/29 0:00:00,
"JP-1006350","山梨市八幡公民館図書室","YAMANASHISHIYAWATAKOMINKANTOSHOSHITSU","ヤマナシシヤワタコウミンカントショシツ","405-0044","山梨県","山梨市","市川1220－1","0553-23-2876","","",,2013/10/29 0:00:00,
"JP-1006351","山梨市岩手公民館図書室","YAMANASHISHIIWADEKOMINKANTOSHOSHITSU","ヤマナシシイワデコウミンカントショシツ","405-0002","山梨県","山梨市","東1734－1","0553-23-2877","","",,2013/10/29 0:00:00,
"JP-1006353","山梨市中牧公民館図書室","YAMANASHISHINAKAMAKIKOMINKANTOSHOSHITSU","ヤマナシシナカマキコウミンカントショシツ","404-0004","山梨県","山梨市","牧丘町西保下2252－1","0553-35-3716","","",,2013/10/29 0:00:00,
"JP-1006354","山梨市西保公民館図書室","YAMANASHISHINISHIHOKOMINKANTOSHOSHITSU","ヤマナシシニシホコウミンカントショシツ","404-0006","山梨県","山梨市","牧丘町牧平36－1","0553-35-2202","","",,2013/10/29 0:00:00,
"JP-1006355","山梨市三富公民館図書室","YAMANASHISHIMITOMIKOMINKANTOSHOSHITSU","ヤマナシシミトミコウミンカントショシツ","404-0201","山梨県","山梨市","三富川浦262","0553-39-2131","","",,2013/10/29 0:00:00,
"JP-1006356","富士川町民図書館","FUJIKAWACHOMIN Library","フジカワチョウミントショカン","400-0501","山梨県","南巨摩郡富士川町","青柳町338-8","0556-22-7212","0556-22-5516","http://lib.town.fujikawa.yamanashi.jp/",,2013/10/29 0:00:00,2022/3/23 0:00:00
"JP-1006358","北相木村図書室","KITAAIKIMURATOSHOSHITSU","キタアイキムラトショシツ","384-1201","長野県","南佐久郡北相木村","2744","0267-77-2111","","http://vill.kitaaiki.nagano.jp/docs/291.html",,2013/10/29 0:00:00,2021/9/27 0:00:00
"JP-1006359","立科町中央公民館図書室","TATESHINAMACHICHUOKOMINKANTOSHOSHITSU","タテシナマチチュウオウコウミンカントショシツ","384-2305","長野県","北佐久郡立科町","芦田 2523","0267-56-2311","0267-56-2310","http://www.town.tateshina.nagano.jp/soshiki/17-0-0-0-0_3.html",,2013/10/29 0:00:00,2016/5/27 0:00:00
"JP-1006360","長和町長門図書館","NAGAWAMACHINAGATO Library","ナガワマチナガトトショカン","386-0602","長野県","小県郡長和町","長久保 457-1（長和町ふれあい館内）","0268-68-4400","0268-68-4402","https://town.nagawa.nagano.jp/docs/2018011500011/",,2013/10/29 0:00:00,2021/9/27 0:00:00
"JP-1006361","阿智村立図書館","ACHISONRITSU Library","アチソンリツトショカン","395-0303","長野県","下伊那郡阿智村","駒場 468-1","0265-45-1005","0265-43-2350","https://www.vill.achi.lg.jp/soshiki/10/2009-06-post-56.html",,2013/10/29 0:00:00,2021/9/27 0:00:00
"JP-1006362","平谷村公民館図書室","HIRAYAMURAKOMINKANTOSHOSHITSU","ヒラヤムラコウミンカントショシツ","395-0601","長野県","下伊那郡平谷村","354","0265-48-2211","","",,2013/10/29 0:00:00,
"JP-1006363","売木村公民館図書室","URUGIMURAKOMINKANTOSHOSHITSU","ウルギムラコウミンカントショシツ","399-1601","長野県","下伊那郡売木村","915-2","0260-28-2677","","",,2013/10/29 0:00:00,
"JP-1006364","泰阜村公民館図書室","YASUOKAMURAKOMINKANTOSHOSHITSU","ヤスオカムラコウミンカントショシツ","399-1895","長野県","下伊那郡泰阜村","3236-1","0260-26-2750","0260-26-2002","",,2013/10/29 0:00:00,
"JP-1006365","大鹿村公民館図書室","OSHIKAMURAKOMINKANTOSHOSHITSU","オオシカムラコウミンカントショシツ","399-3502","長野県","下伊那郡大鹿村","大河原391-2","0265-39-2100","0265-39-1023","",,2013/10/29 0:00:00,
"JP-1006366","木曽福島公民館図書室","KISOFUKUSHIMAKOMINKANTOSHOSHITSU","キソフクシマコウミンカントショシツ","397-0001","長野県","木曽郡木曽町","福島5787-3木曽福島会館内","0264-22-2251","0264-23-2004","https://www.town-kiso.com/manabu/shisetsu/100213/100184/",,2013/10/29 0:00:00,2021/9/27 0:00:00
"JP-1006367","南木曽町公民館図書室","NAGISOMACHIKOMINKANTOSHOSHITSU","ナギソマチコウミンカントショシツ","399-5302","長野県","木曽郡南木曽町","吾妻 52-4","0264-57-3335","0264-57-2285","",,2013/10/29 0:00:00,
"JP-1006368","上松町公民館図書室","AGEMATSUMACHIKOMINKANTOSHOSHITSU","アゲマツマチコウミンカントショシツ","399-5607","長野県","木曽郡上松町","小川 1706","0264-52-2111","0264-52-5151","http://www.town.agematsu.nagano.jp/gyousei/kurashi/kyouikuiinkai/shakaikyoiku/agematsumachi-kouminkan-toshoshitsu.html",,2013/10/29 0:00:00,2019/6/4 0:00:00
"JP-1006369","源流図書館","GENRYU Library","ゲンリュウトショカン","399-6201","長野県","木曽郡木祖村","薮原 1563木祖小学校内","0264-36-3262","0264-36-3262","http://www.vill.kiso.nagano.jp/lifestage/category/culture/library/guide.html",,2013/10/29 0:00:00,
"JP-1006370","王滝村公民館図書室","OTAKIMURAKOMINKANTOSHOSHITSU","オウタキムラコウミンカントショシツ","397-0201","長野県","木曽郡王滝村","2758-3","0264-48-2134","","",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006371","大桑村図書館","OKUWAMURA Library","オオクワムラトショカン","399-5503","長野県","木曽郡大桑村","大字長野880-1","0264-55-2321","0264-55-4134","https://www.vill.okuwa.lg.jp/library.html",,2013/10/29 0:00:00,2023/10/31 0:00:00
"JP-1006372","おみ図書館","OMI Library","オミトショカン","399-7701","長野県","東筑摩郡麻績村","麻 3863麻績小学校内　","0263-67-2521","0263-67-2521","http://www.vill.omi.nagano.jp/library/",,2013/10/29 0:00:00,
"JP-1006373","生坂村公民館図書室","IKUSAKAMURAKOMINKANTOSHOSHITSU","イクサカムラコウミンカントショシツ","399-7201","長野県","東筑摩郡生坂村","6002-1","0263-69-3050","0263-69-2529","http://www.village.ikusaka.nagano.jp/kyouiku/tanpopo/tosho.htm",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006374","高山村公民館図書室","TAKAYAMAMURAKOMINKANTOSHOSHITSU","タカヤマムラコウミンカントショシツ","382-8510","長野県","上高井郡高山村","高井4972","026-245-1100","026-251-2470","https://www.vill.takayama.nagano.jp/docs/734511.html",,2013/10/29 0:00:00,2021/9/27 0:00:00
"JP-1006375","木島平村公民館図書室","KIJIMADAIRAMURAKOMINKANTOSHOSHITSU","キジマダイラムラコウミンカントショシツ","389-2302","長野県","下高井郡木島平村","往郷 911-7","0269-82-2350","0269-82-2350","http://www.kijimadaira.jp/docs/2013021900462/",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006376","野沢温泉村公民館図書室","NOZAWAMURAKOMINKANTOSHOSHITSU","ノザワムラコウミンカントショシツ","389-2592","長野県","下高井郡野沢温泉村","大字豊郷9167","0269-85-2618","0269-85-2618","http://www.vill.nozawaonsen.nagano.jp/section/503.html",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006377","信濃町公民館図書室","SHINANOMACHIKOMINKANTOSHOSHITSU","シナノマチコウミンカントショシツ","389-1305","長野県","上水内郡信濃町","柏原 2645-1","026-255-3135","026-255-5541","",,2013/10/29 0:00:00,
"JP-1006378","飯綱町公民館図書室","Iizuna Town Community Center Library Room","イイヅナマチコウミンカントショシツ","389-1211","長野県","上水内郡飯綱町","牟礼 1989","026-253-6560","026-253-6670","",,2013/10/29 0:00:00,2013/11/6 0:00:00
"JP-1006379","小川村公民館図書室","OGAWAMURAKOMINKANTOSHOSHITSU","オガワムラコウミンカントショシツ","381-3302","長野県","上水内郡小川村","高府 8695","026-269-2077","026-269-2077","",,2013/10/29 0:00:00,
"JP-1006380","栄村公民館図書室","SAKAEMURAKOMINKANTOSHOSHITSU","サカエムラコウミンカントショシツ","389-2792","長野県","下水内郡栄村","北信 3433","0269-87-3111","0269-87-1025","",,2013/10/29 0:00:00,
